球员,号码,出场时间,首发,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队,对手,2分中,2分投,3分中,3分投,罚球中,罚球投
卫猛,19,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000232,山西,广州,0,0,0,0,0,0
张涵钧,25,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000232,山西,广州,0,0,0,0,0,0
亨特,3,37,1,0,6,5,3,0,1,0,1,5,0/0,27,2019202000232,广州,山西,8,14,2,5,5,7
陈盈骏,9,27,1,0,2,5,2,1,2,0,0,7,0/0,22,2019202000232,广州,山西,3,7,3,4,7,9
孙鸣阳,27,37,1,2,6,0,5,1,0,0,0,0,0/0,11,2019202000232,广州,山西,1,2,3,5,0,0
刘丰搏,30,25,1,0,0,0,3,1,0,0,0,0,0/0,2,2019202000232,广州,山西,1,4,0,4,0,0
张永鹏,33,8,1,0,0,0,3,0,0,0,0,0,0/0,0,2019202000232,广州,山西,0,3,0,0,0,0
尼克尔森,44,24,0,0,7,0,2,1,1,1,1,0,0/0,17,2019202000232,广州,山西,4,5,3,6,0,0
姚天一,1,17,0,0,1,2,2,0,0,0,0,0,0/0,13,2019202000232,广州,山西,2,2,3,3,0,0
衡艺丰,8,29,0,0,0,1,3,1,0,0,0,1,0/0,13,2019202000232,广州,山西,4,4,1,3,2,2
李炎哲,13,17,0,2,2,0,4,0,1,1,1,3,0/0,7,2019202000232,广州,山西,2,4,0,0,3,4
贾明儒,11,6,0,0,0,1,0,0,0,0,0,0,0/0,2,2019202000232,广州,山西,1,2,0,0,0,0
郭凯,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000232,广州,山西,0,0,0,0,0,0
司坤,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000232,广州,山西,0,0,0,0,0,0
张展玮,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000232,广州,山西,0,0,0,0,0,0
郑准,50,4,0,1,0,0,0,0,1,0,0,0,0/0,0,2019202000232,广州,山西,0,0,0,0,0,0
谷玥灼,12,4,0,0,0,0,1,0,0,0,0,0,0/0,0,2019202000232,广州,山西,0,0,0,1,0,0
田宇恒,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000232,广州,山西,0,0,0,0,0,0
付豪,1,34,1,4,4,1,5,2,1,0,0,9,0/0,19,2019202000233,八一,山东,7,17,0,0,5,10
阿尔斯兰,5,28,1,0,3,6,1,2,3,0,0,2,0/0,15,2019202000233,八一,山东,1,4,4,8,1,1
王俊杰,3,32,1,2,0,4,2,1,1,0,0,3,0/0,15,2019202000233,八一,山东,4,6,1,4,4,5
刘航初,9,41,1,0,5,1,2,0,5,0,0,2,0/0,14,2019202000233,八一,山东,2,6,3,8,1,2
张祖铭,20,17,1,0,3,0,0,0,0,1,0,1,0/0,0,2019202000233,八一,山东,0,1,0,0,0,0
田宇翔,7,21,0,1,2,0,2,0,1,0,0,1,0/0,8,2019202000233,八一,山东,3,7,0,1,2,2
韩硕,33,20,0,2,6,2,2,1,1,0,0,1,0/0,5,2019202000233,八一,山东,1,2,1,4,0,0
许钟豪,27,13,0,3,5,0,2,0,1,0,0,0,0/0,4,2019202000233,八一,山东,2,6,0,0,0,0
罗凯文,17,19,0,0,3,1,3,0,1,0,0,0,0/0,2,2019202000233,八一,山东,1,2,0,1,0,0
张旭,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
马泳,25,3,0,0,0,0,1,1,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
雷蒙,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
石颜博,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
宁鸿宇,16,6,0,1,0,0,0,0,2,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
邹雨宸,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
缪光旸,21,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
余晨,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
郭昊文,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,八一,山东,0,0,0,0,0,0
哈德森,0,32,1,1,2,6,4,1,3,0,0,4,0/0,31,2019202000233,山东,八一,5,5,5,12,6,7
陶汉林,20,44,1,1,10,0,4,2,4,3,4,4,0/0,19,2019202000233,山东,八一,8,14,0,0,3,4
陈培东,44,24,1,1,3,1,2,1,1,0,0,1,0/0,14,2019202000233,山东,八一,5,5,1,2,1,1
李敬宇,8,36,1,1,2,1,4,2,1,0,0,2,0/0,7,2019202000233,山东,八一,0,3,1,8,4,4
贾诚,23,20,1,1,5,2,1,0,2,0,0,0,0/0,2,2019202000233,山东,八一,1,3,0,3,0,0
王汝恒,24,34,0,0,2,2,3,1,1,0,0,3,0/0,12,2019202000233,山东,八一,2,4,2,5,2,2
詹姆斯-梅斯,40,13,0,0,0,0,1,2,1,2,0,3,0/0,7,2019202000233,山东,八一,3,5,0,0,1,2
侯沛佐,10,15,0,2,1,1,1,0,1,0,0,0,0/0,2,2019202000233,山东,八一,1,2,0,1,0,0
张庆鹏,9,5,0,0,1,0,0,0,0,0,0,3,0/0,0,2019202000233,山东,八一,0,1,0,1,0,0
张辉,4,1,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
王冠翔,13,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
田嘉夫,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
孙贺男,31,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
李泓翰,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
刘大鹏,1,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
朱荣振,35,1,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
吴轲,15,10,0,0,4,1,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,1,0,0,0,0
马光翰,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000233,山东,八一,0,0,0,0,0,0
琼斯,55,40,1,4,7,15,2,0,8,2,0,12,0/0,42,2019202000234,吉林,青岛,10,19,4,10,10,14
张彪,14,25,1,0,0,0,2,1,2,0,0,2,0/0,18,2019202000234,吉林,青岛,9,12,0,0,0,0
李安,4,14,1,2,2,0,6,0,0,0,0,0,0/0,4,2019202000234,吉林,青岛,2,3,0,0,0,0
崔晋铭,5,30,1,1,2,1,0,3,1,1,0,5,0/0,4,2019202000234,吉林,青岛,0,5,0,3,4,4
姜宇星,13,31,1,0,3,2,4,0,0,0,0,0,0/0,3,2019202000234,吉林,青岛,0,0,1,1,0,0
姜伟泽,11,32,0,1,2,1,3,0,1,0,0,0,0/0,24,2019202000234,吉林,青岛,1,2,7,16,1,1
霍尔曼,32,30,0,2,8,0,5,0,0,3,1,4,0/0,9,2019202000234,吉林,青岛,3,8,0,0,3,4
钟诚,12,15,0,4,4,1,5,0,1,0,0,1,0/0,0,2019202000234,吉林,青岛,0,1,0,2,0,0
付博文,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
刘天意,1,2,0,1,0,0,2,1,0,0,0,1,0/0,0,2019202000234,吉林,青岛,0,1,0,0,0,0
孔德高,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
郭金林,21,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
廉明,44,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
代怀博,36,9,0,1,3,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,1,0,0
夏钰博,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
柴长易,6,6,0,1,0,0,1,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
耿铭旸,33,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,吉林,青岛,0,0,0,0,0,0
亚当斯,4,25,1,1,5,5,6,2,3,0,0,5,0/0,28,2019202000234,青岛,吉林,6,11,4,11,4,6
王庆明,32,32,1,2,2,1,6,2,0,0,0,4,0/0,7,2019202000234,青岛,吉林,2,3,0,3,3,4
刘传兴,21,8,1,2,2,1,0,0,1,0,0,0,0/0,2,2019202000234,青岛,吉林,1,2,0,0,0,0
翟逸,33,12,1,1,0,0,3,0,0,1,0,2,0/0,2,2019202000234,青岛,吉林,1,3,0,2,0,2
赵泰隆,8,14,1,2,1,0,1,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,3,0,2,0,0
约翰逊,41,39,0,4,8,3,4,2,2,2,1,15,0/0,25,2019202000234,青岛,吉林,6,17,0,0,13,16
张骋宇,6,34,0,0,3,1,0,1,0,0,0,0,0/0,14,2019202000234,青岛,吉林,1,4,4,7,0,0
赵大鹏,30,33,0,1,1,2,6,0,0,0,0,3,0/0,12,2019202000234,青岛,吉林,2,6,2,3,2,3
邵英伦,11,15,0,0,1,0,1,0,0,0,0,1,0/0,3,2019202000234,青岛,吉林,0,0,1,2,0,0
许家晗,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
周湛东,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
杨金蒙,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
王睿泽,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
杨凯,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
张昊,55,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
焦海龙,17,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
丁皓然,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
史文龙,26,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
赵戌宏,20,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,0,0,0,0,0
林韦翰,16,22,0,2,1,2,0,0,0,0,0,0,0/0,0,2019202000234,青岛,吉林,0,1,0,2,0,0
普-杰特,2,40,1,2,6,12,3,1,4,0,0,4,0/0,30,2019202000235,福建,广厦,5,11,6,10,2,3
陈林坚,15,35,1,2,10,3,2,0,4,0,0,4,0/0,23,2019202000235,福建,广厦,3,6,5,10,2,4
王哲林,31,33,1,4,7,3,2,0,3,0,0,4,0/0,20,2019202000235,福建,广厦,8,13,0,1,4,7
黄毅超,14,29,1,1,3,0,2,0,1,1,0,1,0/0,12,2019202000235,福建,广厦,0,0,4,4,0,0
何重达,11,18,1,1,3,0,3,0,2,0,0,2,0/0,2,2019202000235,福建,广厦,1,3,0,2,0,0
康宁汉姆,33,31,0,3,5,3,4,1,2,2,0,5,0/0,25,2019202000235,福建,广厦,8,12,1,2,6,7
卡米然斯地克江,3,31,0,1,0,0,4,0,1,1,0,0,0/0,3,2019202000235,福建,广厦,0,1,1,5,0,0
胡珑贸,10,6,0,0,0,1,0,0,0,0,0,1,0/0,3,2019202000235,福建,广厦,0,0,1,1,0,0
孙喆,17,10,0,1,0,0,2,0,1,0,0,2,0/0,2,2019202000235,福建,广厦,1,2,0,0,0,1
李江淮,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
刘洺宇,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
徐铭智,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
谢亚财,19,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
曹飞,29,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
王润锋,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
刁成灏,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
孙椿棚,13,2,0,1,0,0,0,0,1,0,0,0,0/0,0,2019202000235,福建,广厦,0,2,0,0,0,0
汤杰,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,福建,广厦,0,0,0,0,0,0
胡金秋,21,38,1,9,9,0,2,2,1,0,2,3,0/0,28,2019202000235,广厦,福建,11,13,1,1,3,6
德兹明-威尔斯,44,40,1,0,4,4,4,5,1,1,2,6,0/0,28,2019202000235,广厦,福建,11,22,0,5,6,6
孙铭徽,17,38,1,0,1,6,0,6,0,0,0,6,0/0,14,2019202000235,广厦,福建,5,8,0,5,4,6
苏若禹,5,28,1,9,7,2,6,1,1,0,1,5,0/0,10,2019202000235,广厦,福建,4,9,0,0,2,3
赵岩昊,25,29,1,2,1,2,3,1,1,1,0,1,0/0,7,2019202000235,广厦,福建,2,3,1,7,0,0
韦伯斯特,0,30,0,2,2,5,2,2,1,0,0,1,0/0,16,2019202000235,广厦,福建,2,10,4,13,0,0
李京龙,9,11,0,1,1,0,0,0,0,0,0,0,0/0,6,2019202000235,广厦,福建,0,1,2,4,0,0
李金效,13,14,0,0,1,0,3,0,0,0,0,0,0/0,4,2019202000235,广厦,福建,2,3,0,0,0,0
原晨云,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
刘铮,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
朱俊龙,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,1,0,0
杜金伦,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
吴羽佳,10,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
赵嘉义,35,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
赵天熠,15,7,0,0,0,0,4,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
赵嘉仁,32,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000235,广厦,福建,0,0,0,0,0,0
俞长栋,7,34,1,6,8,3,6,1,2,2,0,3,0/0,22,2019202000236,新疆,四川,8,11,1,3,3,4
可兰白克,13,44,1,2,3,3,3,0,1,0,0,1,0/0,21,2019202000236,新疆,四川,3,4,5,12,0,0
凯-费尔德,1,31,1,1,7,8,1,1,3,0,0,7,0/0,21,2019202000236,新疆,四川,4,13,2,6,7,9
范子铭,17,23,1,3,5,2,3,0,0,0,0,3,0/0,13,2019202000236,新疆,四川,4,7,0,0,5,6
西热力江,20,24,1,0,1,3,2,1,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,4,0,0
斯托克斯,2,36,0,0,7,2,1,2,1,0,1,4,0/0,21,2019202000236,新疆,四川,9,15,1,1,0,0
曾令旭,6,28,0,1,2,7,1,1,0,0,0,4,0/0,20,2019202000236,新疆,四川,5,8,2,5,4,4
鲁吐布拉,26,5,0,0,1,0,1,0,0,0,0,1,0/0,2,2019202000236,新疆,四川,0,0,0,0,2,2
刘羽楠,18,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
热甫卡提江,31,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
刘力鹏,35,3,0,0,0,0,0,0,2,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
齐麟,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
唐才育,8,7,0,0,0,0,3,0,1,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,1,0,0
阿不都沙拉木,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
周琦,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
西尔扎提-赛买提,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,新疆,四川,0,0,0,0,0,0
福特森,4,35,1,0,8,8,1,0,3,0,0,10,0/0,34,2019202000236,四川,新疆,8,17,3,9,9,10
莫蒙尘,10,33,1,0,1,2,3,0,1,0,0,0,0/0,13,2019202000236,四川,新疆,2,5,3,6,0,0
陈辰,32,29,1,2,3,2,1,2,1,0,0,0,0/0,12,2019202000236,四川,新疆,0,2,4,10,0,0
袁振梁,25,11,1,1,2,0,3,0,0,0,1,1,0/0,6,2019202000236,四川,新疆,2,3,0,0,2,2
侯天一,14,33,1,0,5,1,6,0,1,1,0,0,0/0,2,2019202000236,四川,新疆,1,2,0,1,0,0
汉斯布鲁,50,36,0,1,9,1,4,0,1,2,0,8,0/0,23,2019202000236,四川,新疆,5,8,0,0,13,14
景菡一,1,39,0,1,2,0,3,1,1,0,0,0,0/0,15,2019202000236,四川,新疆,3,5,3,4,0,0
李柯七,17,5,0,0,0,0,1,0,0,0,0,0,0/0,3,2019202000236,四川,新疆,0,0,1,2,0,0
袁堂文,3,12,0,0,1,3,1,0,0,0,0,2,0/0,3,2019202000236,四川,新疆,1,2,0,1,1,2
李原宇,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
胡林森,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
胡钧淋,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
张松涛,39,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
王政博,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
孟达,12,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
于刚,77,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
郭治瀚,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
左朕年,13,2,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,1,0,1,0,0
闵庆飞,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000236,四川,新疆,0,0,0,0,0,0
约瑟夫-杨,3,41,1,0,1,8,0,4,6,0,0,4,0/0,41,2019202000237,同曦,上海,12,19,3,7,8,8
宋建骅,8,37,1,0,5,2,5,1,1,0,0,3,0/0,13,2019202000237,同曦,上海,2,3,3,7,0,0
乔文瀚,9,40,1,3,3,0,5,0,0,0,0,5,0/0,12,2019202000237,同曦,上海,4,6,0,5,4,6
哈达迪,15,29,1,7,11,7,2,0,4,4,0,4,0/0,9,2019202000237,同曦,上海,3,5,0,1,3,5
王睿,21,17,1,2,1,0,4,0,0,0,0,1,0/0,5,2019202000237,同曦,上海,1,1,1,2,0,0
亚布塞莱,13,30,0,2,6,2,2,3,2,2,3,3,0/0,23,2019202000237,同曦,上海,5,9,3,10,4,5
何敬佳,20,20,0,1,0,0,5,0,1,0,0,4,0/0,6,2019202000237,同曦,上海,3,4,0,0,0,3
郭一飞,10,10,0,0,1,1,3,0,0,0,0,0,0/0,2,2019202000237,同曦,上海,1,1,0,1,0,0
冯欣,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
李泓澎,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
李盛东,77,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
于长春,6,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
卢伟,12,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
孙思尧,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
张韩,29,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
买尔丹,33,6,0,0,1,0,4,0,2,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
李柏润,5,4,0,0,0,0,1,0,0,0,0,0,0/0,0,2019202000237,同曦,上海,0,0,0,0,0,0
莫泰尤纳斯,12,40,1,4,10,3,4,3,5,0,1,8,0/0,23,2019202000237,上海,同曦,6,17,2,8,5,8
张春军,9,26,1,1,2,1,2,3,0,0,0,3,0/0,12,2019202000237,上海,同曦,4,5,1,1,1,2
罗旭东,13,35,1,0,0,3,5,2,1,0,0,4,0/0,11,2019202000237,上海,同曦,2,5,1,1,4,6
施宇晨,11,8,1,0,1,2,3,2,0,0,0,0,0/0,2,2019202000237,上海,同曦,1,1,0,1,0,0
王潼,25,9,1,0,1,0,2,1,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
雷-麦卡勒姆,22,31,0,0,6,7,2,0,2,0,0,9,0/0,35,2019202000237,上海,同曦,11,17,0,1,13,14
董瀚麟,10,42,0,6,6,3,3,1,2,0,4,4,0/0,21,2019202000237,上海,同曦,9,18,0,0,3,4
罗汉琛,33,16,0,0,0,0,1,0,0,0,0,0,0/0,2,2019202000237,上海,同曦,1,2,0,1,0,0
吴永盛,14,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
黄旭,17,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
唐子豪,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
孟令源,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
蔡亮,1,24,0,1,1,2,3,1,1,0,0,1,0/0,0,2019202000237,上海,同曦,0,2,0,3,0,0
朱瀛,2,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
颜鹏,0,4,0,2,0,0,1,1,0,0,0,1,0/0,0,2019202000237,上海,同曦,0,1,0,0,0,0
鞠明欣,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
李根,3,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000237,上海,同曦,0,0,0,0,0,0
兰兹博格,1,35,1,1,7,4,0,1,1,0,1,13,0/0,39,2019202000238,浙江,江苏,6,9,6,12,9,12
朱旭航,21,38,1,2,6,0,5,2,1,1,0,5,0/0,14,2019202000238,浙江,江苏,0,3,3,10,5,11
吴前,33,36,1,0,7,1,1,2,2,0,0,4,0/0,10,2019202000238,浙江,江苏,1,4,2,9,2,2
程帅澎,6,31,1,1,2,1,5,1,1,0,0,2,0/0,10,2019202000238,浙江,江苏,2,5,2,4,0,0
张大宇,24,31,1,2,6,1,4,0,2,1,0,1,0/0,3,2019202000238,浙江,江苏,1,3,0,0,1,1
邓蒙,12,35,0,0,2,9,1,2,2,0,0,7,0/0,33,2019202000238,浙江,江苏,3,7,6,10,9,10
刘泽一,10,11,0,0,4,0,3,1,0,0,0,2,0/0,4,2019202000238,浙江,江苏,1,1,0,0,2,4
赖俊豪,17,9,0,0,3,1,6,0,0,1,0,0,0/0,2,2019202000238,浙江,江苏,1,2,0,0,0,0
鞠鹏,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
林孝天,5,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
王奕博,15,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
陆文博,8,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
白杰,16,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
刘育辰,30,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
李耀强,11,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
付磊,3,4,0,0,0,0,0,0,0,0,0,1,0/0,0,2019202000238,浙江,江苏,0,0,0,1,0,2
张正昕,28,3,0,0,0,1,3,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
王仔路,23,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
孙岩松,9,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,浙江,江苏,0,0,0,0,0,0
吉布森,22,31,1,0,4,1,2,1,2,0,0,2,0/0,17,2019202000238,江苏,浙江,3,15,3,8,2,2
吴冠希,11,28,1,3,10,0,2,0,2,2,3,4,0/0,11,2019202000238,江苏,浙江,5,9,0,0,1,4
王洪,9,21,1,0,2,2,3,0,2,0,0,0,0/0,3,2019202000238,江苏,浙江,0,1,1,2,0,0
黄荣奇,1,23,1,2,1,2,6,1,3,0,0,1,0/0,2,2019202000238,江苏,浙江,0,2,0,2,2,2
刘宇轩,21,8,1,0,2,1,1,0,0,0,0,0,0/0,0,2019202000238,江苏,浙江,0,0,0,0,0,0
拉杜利察,13,39,0,7,11,4,5,2,2,1,1,15,0/0,43,2019202000238,江苏,浙江,11,20,1,2,18,21
易立,8,26,0,0,2,4,2,0,1,0,0,3,0/0,12,2019202000238,江苏,浙江,2,4,2,4,2,4
史鸿飞,4,26,0,0,3,1,4,0,2,0,0,0,0/0,8,2019202000238,江苏,浙江,1,2,2,5,0,0
侯逸凡,31,9,0,0,0,0,2,0,0,0,0,0,0/0,2,2019202000238,江苏,浙江,1,1,0,1,0,0
柳伟,15,16,0,0,3,1,6,0,0,0,0,2,0/0,1,2019202000238,江苏,浙江,0,1,0,0,1,2
孙鑫,10,8,0,0,1,0,2,0,0,0,0,0,0/0,0,2019202000238,江苏,浙江,0,0,0,0,0,0
刘剑阁,7,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,江苏,浙江,0,0,0,0,0,0
吴俣成,27,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,江苏,浙江,0,0,0,0,0,0
赵率舟,24,0,0,0,0,0,0,0,0,0,0,0,0/0,0,2019202000238,江苏,浙江,0,0,0,0,0,0
